Xは | Yという -> ものを | 見た
Xは | Yを -> 貼りつけたごとくに | 見える
Xだから | Yを -> して | ない
Xだから | Y -> ひもじいに | ない
Xだから | Yだって -> ひもじいに | ない
Xだ | Yに -> ならなくったって | 行かないのだから
X | Yの -> 身分だって | ひもじいに
Xは -> 甘えるごとく | Y -> うるがごとくあるいはまた | 見た
Xだが | Yを -> 起させるのが | 手際である
Xは | Yを -> して | 足ると
Xは | Yの -> 思あらしむるに | 足ると
Xながら -> 帯びて | Yの -> 遊子を | して
Xを -> 帯びて | Yの -> 遊子を | して
Xながら | Yの -> 音を | 帯びて
Xでは -> ないが | Yの -> 声だけには | 聾なのだろう
Xが -> ないが | Yの -> 声だけには | 聾なのだろう
Xでは | Yが -> 勤まる -> 訳が | ないが
Xは | Yな -> 視力を | 具えているつもりでも
Xでも | Yから -> 云わせると | 片輪だそうだが
Xに | Yに -> 横風な | ものだ
Xなぞでも | Yが -> あるから | 開けてくれろと
Xなぞでも | Yが -> あるから | 開けてくれろと
Xで | Yに -> 立ち明かして | 待つのは
Xは | Yが -> 出来る | ものではない
Xなぞは | Yを -> 蒙って -> 見えた | ところを
Xを | Yの -> 事で | かけ上って
Xを | Yの -> 家根へ | かけ上って
Xで | Yの -> 家根へ | かけ上って
Xを -> かけ上って | Yづけた -> 事さえ | ある
Xで -> かけ上って | Yづけた -> 事さえ | ある
Xへ -> かけ上って | Yづけた -> 事さえ | ある
Xは | Yから -> 胚胎した | 不都合である
Xを -> して -> 鳴いて見せたって | Yの -> ある -> はずは | ないのだが
Xに -> して -> 鳴いて見せたって | Yの -> ある -> はずは | ないのだが
Xが | Y -> ぬすみに | 云うくらいだから
Xが | Yの -> ぬすみに | 云うくらいだから
Xが | Yの -> ふみと | 云うくらいだから
Xに | Yの -> ふみと | 云うくらいだから
Xだが | Yが -> 云うくらいだから | なる
Xだが | Yに -> 云うくらいだから | なる
Xだが | Yと -> 云うくらいだから | なる
X | Yなる -> 泣き方を | して
Xには | Yする -> ために | 見た
Xには | Y -> して | 見た
Xには | Yを -> して | 見た
Xに | Y -> して | 見た
Xに | Yを -> して | 見た
Xだが | Yの -> 影響も | 生じないようだ
Xには | Yの -> 影響も | 生じないようだ
Xでは | Yの -> 音と | 確信しているのだが
Xは | Yを -> 一枚はね除けて | つかみ出した
Xは | Yから -> 長いのを | つかみ出した
Xは | Yばかり -> 長いのを | つかみ出した
Xはね除けて | Yから -> 長いのを | つかみ出した
Xはね除けて | Yばかり -> 長いのを | つかみ出した
Xから | Yの -> 四寸ばかり | 長いのを
Xを | Yの -> 角で | 敲いたら
Xは | Yの -> 粉で | 真黒くなった
Xは | Yに -> 頓着する | 女ではない
Xを | Yの -> 尻から | 押し込んだ
Xを | Yの -> 中へ | 押し込んだ
Xから | Yの -> 中へ | 押し込んだ
Xは | Yが -> 洗ってる -> 最中で | 繁昌している
Xは | Yで -> 洗ってる -> 最中で | 繁昌している
Xは | Yを -> 洗ってる -> 最中で | 繁昌している
Xから | Yの -> 方へ | 引きかえそうとして
Xから -> 引きかえそうとして | Yの -> 横を | 通り過ぎると
Xへ -> 引きかえそうとして | Yの -> 横を | 通り過ぎると
Xだから | Yに -> 出来る -> はずが | ない
Xだから | Yが -> 出来る -> はずが | ない
Xで | Yが -> 生徒で | 小さいのだから
Xで | Yの -> 生徒で | 小さいのだから
Xが | Yから -> 引きずり出して | 撫で
Xが | Yを -> 引きずり出して | 撫で
Xだから | Yは -> あっても | 足らん
Xだけに | Yを -> もって | 任じているから
Xよと | Yを -> とりに | かかる
Xだから | Yに -> 云う -> 事なんか | しない
Xだから | Yの -> 云う -> 事なんか | しない
Xは | Yも -> 知ってる -> ものが | ない
Xから -> 垂れて | Yの -> 足に | かかる
Xが -> 垂れて | Yの -> 足に | かかる
X | Yの -> 手と | 引っ張られるから
X | Yの -> 手で | 引っ張られるから
Xと | Yの -> 手で | 引っ張られるから
Xは | Y -> 引っ張られるから | 濡れる
Xは | Yと -> 引っ張られるから | 濡れる
Xは | Yで -> 引っ張られるから | 濡れる
Xは | Yに -> 引っ張られるから | 濡れる
Xは | Yだけなら -> 我慢するが | 濡れる
Xは | Yの -> あたりが | 濡れる
Xするが | Yの -> あたりが | 濡れる
Xだと -> 聞いて -> 見ると | Yの -> 模様なら | そうだ
Xまで | Yと -> 双六とを | 間違えていた
X | Yまで -> 間違えていた | 物識りである
X | Yとを -> 間違えていた | 物識りである
Xは | Yまで -> 間違えていた | 物識りである
Xは | Yとを -> 間違えていた | 物識りである
Xで | Yな -> 間違を | 云ってる
Xなどは -> 云うから | Yと -> 藁店を | 混同していたりする
Xじゃないわと -> 云うから | Yと -> 藁店を | 混同していたりする
Xなどは | Yの -> 子じゃないわと | 云うから
Xで -> 飛んで来たり | Yの -> 女学校へ | 行ったり
Xが -> 飛んで来たり | Yの -> 女学校へ | 行ったり
Xへ -> 行ったり | Y -> 台所と | 並べたり
Xなどは | Yよりも -> 真面目になって | 聞かせるのだろう
Xなどは | Yを -> 真面目になって | 聞かせるのだろう
Xよりも | Yな -> 誤謬を | 真面目になって
Xは | Yを -> 聞く -> たびに | 笑っているが
Xを -> 見て | Yが -> べたいと -> 云って | 泣き出した
Xだから | Yが -> 飛び出して来て | 拭いてやる
Xだから | Yから -> 飛び出して来て | 拭いてやる
Xだから | Yを -> 取上げて | 拭いてやる
Xは | Yの -> すん | 子嬢である
Xは | Yを -> あけて | 施している
Xに -> なって | Yの -> 上から | ころがり落ちた
Xを -> もって | Yの -> 頭を | 撫でたから
Xに -> 通って | Yの -> ありかが | 分明になって来た
Xが -> 通って | Yの -> ありかが | 分明になって来た
Xしたから | Yへ -> もってきて | 出来上った
Xしたから | Yまた -> 白いかたまりが | 出来上った
Xを -> 転じて | Yの -> 上を | 摩擦したから
Xへ | Yの -> 顔も | ふいてしまった
Xに | Yの -> 顔も | ふいてしまった
Xが -> はいって来て | Yの -> 着物を | 拭いた
Xは | Yの -> 体に | 見えた
Xは | Yを -> 見て | 見ると
Xは | Yに -> 見て | 見ると
Xは | Yに -> うかがって | 見ると
Xは | Yを -> うかがって | 見ると
Xは -> 見ると | Yの -> 頭が | 見えない
Xが | Yの -> 裾から | 食み出している
Xがまた | Yを -> 担いで | やってくる
Xへ | Yの -> 掃除を | してしまった
X -> 立って | Yの -> 出ない -> 夜具を | 見つめていた
Xは -> 進んで | Yを -> 突きながら | 承わる
Xは -> 進んで | Yと -> 重ねて | 承わる
Xばかり -> 進んで | Yを -> 突きながら | 承わる
Xばかり -> 進んで | Yと -> 重ねて | 承わる
Xを -> 突きながら | Yと -> 重ねて | 承わる
Xは | Yから -> 二歩ばかり | 進んで
X | Yの -> 中に | 立て籠ったのである
Xも -> あろうかと | Yを -> して | 寝ていた
Xも -> あろうかと | Yに -> して | 寝ていた
Xは | Yの -> 上で | あったから
Xは | Yの -> 間隔が | あったから
Xで | Yの -> 間隔が | あったから
Xは -> あったから | Yの -> うちで | 思っていると
Xで -> あったから | Yの -> うちで | 思っていると
Xが -> あったから | Yの -> うちで | 思っていると
Xが | Yくらいの -> 距離に | 追っていたには
Xでも | Yくらいの -> 距離に | 追っていたには
Xで -> 思っていると | Yが -> 追っていたには | 驚ろいた
Xで -> 思っていると | Yでも -> 追っていたには | 驚ろいた
Xで -> 思っていると | Yに -> 追っていたには | 驚ろいた
Xが -> 聞えたから | Yだと -> して | した
Xが -> 聞えたから | Yを -> して | した
Xよりも -> 聞えたから | Yだと -> して | した
Xよりも -> 聞えたから | Yを -> して | した
Xを以て -> 聞えたから | Yだと -> して | した
Xを以て -> 聞えたから | Yを -> して | した
Xまで -> 聞えたから | Yだと -> して | した
Xまで -> 聞えたから | Yを -> して | した
Xが | Yにおいても -> 前よりも | 聞えたから
Xが | Yの -> 勢を以て | 聞えたから
Xが | Yの -> なかまで | 聞えたから
Xよりも | Yの -> 勢を以て | 聞えたから
Xよりも | Yの -> なかまで | 聞えたから
Xを以て | Yの -> なかまで | 聞えたから
X -> 起きると | Yの -> 袖口から | 答えたのは
Xしていると -> 寝込まれつけているから | Yは -> 出来ないと | せめ立てる
Xは | Yに -> 食わん | ものだ
Xにおいてか | Yまで -> 被っていた -> 夜着を | 跳ねのけた
Xにおいてか | Yから -> 被っていた -> 夜着を | 跳ねのけた
Xは | Yまで -> 被っていた -> 夜着を | 跳ねのけた
Xは | Yから -> 被っていた -> 夜着を | 跳ねのけた
X -> ぷんとして | Yを -> 突いて | 立っている
X | Y -> 八っちゃんが | 泣き出す
X | Yに -> して | 泣き出す
X | Yを -> して | 泣き出す
Xが | Yに -> して | 泣き出す
Xが | Yを -> して | 泣き出す
Xは | Yの -> かみさんから | 命ぜられるのである
Xは | Yに -> なるかも | 知れんが
Xを -> 持ったが | Yから -> 泣き | 泣いていなくてはならない
Xを -> 持ったが | Yまで -> 泣き | 泣いていなくてはならない
Xは | Yよりも -> なっている | 方だと
Xは | Yに -> なっている | 方だと
Xを -> 差し控えてやったら | Yの -> 寿命が | 延びるだろうに
Xが | Yを -> きめ込む -> たびに | 泣かねばならんのである
Xから | Yと -> 予想して | 泣いているのである
Xから | Yに -> 八っちゃんは | 泣いているのである
Xして | Yに -> 八っちゃんは | 泣いているのである
Xは -> 掛らない | Yに -> 食わせれば | なく
Xは -> 掛らない | Yを -> 食わせれば | なく
Xは -> 掛らない | Yの -> 苦も | なく
Xに -> 食わせれば | Yの -> 苦も | なく
Xを -> 食わせれば | Yの -> 苦も | なく
Xも -> なく | Yを -> 張った -> 訳に | なる
Xを -> つくって | Yの -> 代りに | したと
Xにも | Yする -> 軍師が | あると
Xに | Yが -> 逃亡して | 云うが
Xに | Yに -> 逃亡して | 云うが
Xに | Yに -> したと | 云うが
Xに | Yに -> したと | 云うが
Xして | Yに -> したと | 云うが
Xして | Yに -> したと | 云うが
Xは | Yに -> したと | 云うが
Xは | Yに -> したと | 云うが
Xに -> 云うが | Yを -> 授けた | ものである
Xして -> 云うが | Yを -> 授けた | ものである
Xは -> 云うが | Yを -> 授けた | ものである
Xと -> 云い | Yの -> 御袋と | 云い
Xと -> 云い | Yの -> きかぬ -> 主人にとっては | 苦手であろう
Xかも知れんが | Yは -> ないから | する
Xかも知れんが | Yが -> ないから | する
Xかも知れんが | Y致す -> 事に | する
Xは | Yの -> 上に | 起き直った
Xで -> むける -> ほど | Y -> 引き掻き | 廻す
Xと -> むける -> ほど | Y -> 引き掻き | 廻す
Xの -> むける -> ほど | Y -> 引き掻き | 廻す
Xやら | Yの -> 襟へ | 飛んでくる
Xは | Yはまた -> 驚ろくべく | とおっ立っている
Xへ | Yなる -> 勢を | もって
Xか | Yに -> 起して | 突進している
Xか | Yを -> 起して | 突進している
Xか | Yへ -> もって | 突進している
Xか | Yを -> もって | 突進している
Xも | Yも -> あった | 者ではない
Xであるが | Yも -> 者ではない | 戻るのである
Xであるが | Yに -> 帰って | 戻るのである
X寝れば | Yも -> 者ではない | 戻るのである
X寝れば | Yに -> 帰って | 戻るのである
Xではない | Yに -> 帰って | 戻るのである
Xは | Yも -> ある | 事だから
Xだから | Yを -> して | 整列したのであるが
Xに -> 消え去って | Y -> ついての -> 野猪的本領が | 暴露し来るのと
Xが | Yが -> 勤まった | ものだと
Xだと -> 思うと | Yの -> 広い事が | わかる
Xは | Yも -> なる -> 理由が | ないと
Xは | Yに -> なる -> 理由が | ないと
